unit,cycle,anomaly_score,top_features
14,5,24.79842202818502,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.630663989852668,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.899710474585664,"['sensor10', 'sensor14', 'sensor9']"
14,5,25.090534346183233,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.83064576424434,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.756922207895457,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.63791579965692,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.932467895432065,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.4429289014175,"['sensor10', 'sensor14', 'sensor9']"
14,5,24.068574312292014,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.709781025484663,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.554761764571474,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.673616295914364,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.459442446716825,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.360872751091957,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.49001515318836,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.47704385575295,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.73434999332226,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.353198720002343,"['sensor10', 'sensor14', 'sensor9']"
14,6,23.49752460401033,"['sensor10', 'sensor14', 'sensor9']"
14,7,23.664169052460625,"['sensor10', 'sensor14', 'sensor9']"
14,7,23.43555310440011,"['sensor10', 'sensor14', 'sensor9']"
14,7,23.15490341554833,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.677476245481717,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.13195221272083,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.21618034085332,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.400810506350908,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.37668936396107,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.158288834907758,"['sensor10', 'sensor14', 'sensor9']"
14,7,22.18560999896682,"['sensor10', 'sensor14', 'sensor9']"
14,8,21.97156430795707,"['sensor10', 'sensor14', 'sensor9']"
14,8,22.235690258402776,"['sensor10', 'sensor14', 'sensor9']"
14,8,22.270709022623798,"['sensor10', 'sensor14', 'sensor9']"
14,8,22.453120061246825,"['sensor10', 'sensor14', 'sensor9']"
14,8,22.016999791927514,"['sensor10', 'sensor14', 'sensor9']"
14,8,22.194645267020984,"['sensor10', 'sensor14', 'sensor9']"
14,8,22.253146487831692,"['sensor10', 'sensor14', 'sensor9']"
14,8,21.5268505251155,"['sensor10', 'sensor14', 'sensor9']"
14,8,21.352489126912552,"['sensor10', 'sensor14', 'sensor9']"
14,8,21.503204947467367,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.86119573761418,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.366475440836062,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.000489583599684,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.859888302960147,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.717084125231793,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.424131194469915,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.608728042976153,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.58752484316914,"['sensor10', 'sensor14', 'sensor9']"
14,9,21.60619625339915,"['sensor10', 'sensor14', 'sensor9']"
14,9,22.164927314210757,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.919924200903907,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.858115268169108,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.471001759246,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.2380939747845,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.549464269080868,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.818602850337225,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.491798483058545,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.29482544159184,"['sensor10', 'sensor14', 'sensor9']"
14,10,21.88053260447705,"['sensor10', 'sensor14', 'sensor9']"
14,10,22.283689866877623,"['sensor10', 'sensor14', 'sensor9']"
14,11,21.730989839000767,"['sensor10', 'sensor14', 'sensor9']"
14,11,21.068926097241253,"['sensor10', 'sensor14', 'sensor9']"
14,11,21.44158512544343,"['sensor10', 'sensor14', 'sensor9']"
14,11,21.522017824194524,"['sensor10', 'sensor14', 'sensor9']"
14,11,21.39654249476439,"['sensor10', 'sensor14', 'sensor9']"
14,11,20.60328736389484,"['sensor10', 'sensor14', 'sensor9']"
14,11,20.901399269696846,"['sensor10', 'sensor14', 'sensor9']"
14,11,21.231380213702298,"['sensor10', 'sensor14', 'sensor9']"
14,11,20.799698716844766,"['sensor10', 'sensor14', 'sensor9']"
14,11,20.61243299993523,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.669064625767632,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.969446938383385,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.959109979867705,"['sensor10', 'sensor14', 'sensor9']"
14,12,21.473159483507803,"['sensor10', 'sensor14', 'sensor9']"
14,12,21.234504174481472,"['sensor10', 'sensor14', 'sensor9']"
14,12,21.32665644695541,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.768894015898823,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.640690034723082,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.303276314272036,"['sensor10', 'sensor14', 'sensor9']"
14,12,20.09870244996305,"['sensor10', 'sensor14', 'sensor9']"
14,13,19.527555523675865,"['sensor10', 'sensor14', 'sensor9']"
14,13,22.376716330837777,"['sensor10', 'sensor14', 'sensor9']"
14,13,22.77533632690087,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.418421748251056,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.11378894919569,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.356592715117664,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.42896307219751,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.521354473470755,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.93607176619385,"['sensor10', 'sensor14', 'sensor9']"
14,13,23.73654541189759,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.521470956282293,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.53047998172445,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.31757346556465,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.5006947179459,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.480488099376416,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.747639470571155,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.166099629635525,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.15949941641227,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.147911888678827,"['sensor10', 'sensor14', 'sensor9']"
14,14,23.16787774080326,"['sensor10', 'sensor14', 'sensor9']"
14,15,22.939294434365504,"['sensor10', 'sensor14', 'sensor9']"
14,15,23.569201127545824,"['sensor10', 'sensor14', 'sensor9']"
14,15,23.510714334499923,"['sensor10', 'sensor14', 'sensor9']"
14,15,23.60108173165875,"['sensor10', 'sensor14', 'sensor9']"
14,15,23.87356226231908,"['sensor10', 'sensor14', 'sensor9']"
14,15,24.191623702160815,"['sensor10', 'sensor14', 'sensor9']"
14,15,25.19633340867336,"['sensor10', 'sensor14', 'sensor9']"
14,15,25.160648021847074,"['sensor10', 'sensor14', 'sensor9']"
14,15,24.6692719489327,"['sensor10', 'sensor14', 'sensor9']"
14,15,24.53508886143457,"['sensor10', 'sensor14', 'sensor9']"
14,16,24.100919091738422,"['sensor10', 'sensor14', 'sensor9']"
14,16,24.15215779794499,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.96113217934757,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.43349502919816,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.43750633079062,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.41148451048809,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.467354472121805,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.636112311878723,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.567903189071476,"['sensor10', 'sensor14', 'sensor9']"
14,16,23.39334833983583,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.093950694576524,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.50129485868589,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.09691136972317,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.339533379843996,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.17581095403005,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.32679425702648,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.660457339722797,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.524234750639568,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.864166774860813,"['sensor10', 'sensor14', 'sensor9']"
14,17,23.833565485424785,"['sensor10', 'sensor14', 'sensor9']"
14,18,24.341594516860624,"['sensor10', 'sensor14', 'sensor9']"
14,18,23.83146768772836,"['sensor10', 'sensor14', 'sensor9']"
14,18,23.83090770741273,"['sensor10', 'sensor14', 'sensor9']"
14,18,24.0901987231959,"['sensor10', 'sensor14', 'sensor9']"
14,18,24.273140440512854,"['sensor10', 'sensor14', 'sensor9']"
14,18,25.277929069678013,"['sensor10', 'sensor14', 'sensor9']"
14,18,25.16421239141761,"['sensor10', 'sensor14', 'sensor9']"
14,18,25.12605692458361,"['sensor10', 'sensor14', 'sensor9']"
14,18,24.950714924737163,"['sensor10', 'sensor14', 'sensor9']"
14,18,25.08604371882339,"['sensor10', 'sensor14', 'sensor9']"
14,19,24.834181421319936,"['sensor10', 'sensor14', 'sensor9']"
14,19,24.659073702907154,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.090976370368757,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.293491487723735,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.663155343586258,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.97913654092067,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.59760279940061,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.566966999928137,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.275537025543585,"['sensor10', 'sensor14', 'sensor9']"
14,19,25.086256590909887,"['sensor10', 'sensor14', 'sensor9']"
14,20,25.099581424323425,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.343590895042713,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.69119276626951,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.357244955179688,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.490111898206578,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.101502122425163,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.539139434004603,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.829502839375337,"['sensor10', 'sensor14', 'sensor9']"
14,20,24.98008801605168,"['sensor10', 'sensor14', 'sensor9']"
14,20,25.098763894973562,"['sensor10', 'sensor14', 'sensor9']"
14,21,24.770472402218324,"['sensor10', 'sensor14', 'sensor9']"
14,21,25.21851823043126,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.630826342024267,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.644176014146304,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.747829484578414,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.237183195243855,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.712806589683694,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.458392574768236,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.81856664567054,"['sensor10', 'sensor14', 'sensor9']"
14,21,23.840405793313924,"['sensor10', 'sensor14', 'sensor9']"
14,22,24.188650875256226,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.873876532029414,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.277433274580932,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.593161033122918,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.76734651141813,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.747029535104055,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.805306774938995,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.99291081665083,"['sensor10', 'sensor14', 'sensor9']"
14,22,23.84514440232496,"['sensor10', 'sensor14', 'sensor9']"
14,22,24.04593139786098,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.64670536501485,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.82945415547368,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.56465367345413,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.75539030275457,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.80373247882251,"['sensor10', 'sensor14', 'sensor9']"
14,23,24.239894991068045,"['sensor10', 'sensor14', 'sensor9']"
14,23,24.175221834191113,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.78104660702544,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.846965070044785,"['sensor10', 'sensor14', 'sensor9']"
14,23,23.89007405105686,"['sensor10', 'sensor14', 'sensor9']"
14,24,24.324096511076554,"['sensor10', 'sensor14', 'sensor9']"
14,24,24.0174339449522,"['sensor10', 'sensor14', 'sensor9']"
14,24,23.994433081543544,"['sensor10', 'sensor14', 'sensor9']"
14,24,23.97491188296225,"['sensor10', 'sensor14', 'sensor9']"
14,24,24.16644273425713,"['sensor10', 'sensor14', 'sensor9']"
14,24,23.675516392191703,"['sensor10', 'sensor14', 'sensor9']"
14,24,23.776702790085082,"['sensor10', 'sensor14', 'sensor9']"
14,24,24.01656742973275,"['sensor10', 'sensor14', 'sensor9']"
14,24,24.029926893529105,"['sensor10', 'sensor14', 'sensor9']"
14,24,24.125572073328396,"['sensor10', 'sensor14', 'sensor9']"
14,25,23.9903649974812,"['sensor10', 'sensor14', 'sensor9']"
14,25,24.26535289766977,"['sensor10', 'sensor14', 'sensor9']"
14,25,23.8519242897766,"['sensor10', 'sensor14', 'sensor9']"
14,25,24.19538564035597,"['sensor10', 'sensor14', 'sensor9']"
14,25,24.216382112890265,"['sensor10', 'sensor14', 'sensor9']"
14,25,24.347030176025033,"['sensor10', 'sensor14', 'sensor9']"
14,25,23.898809745439014,"['sensor10', 'sensor14', 'sensor9']"
14,25,23.81673528394193,"['sensor10', 'sensor14', 'sensor9']"
14,25,24.041623721172776,"['sensor10', 'sensor14', 'sensor9']"
14,25,23.825435376492884,"['sensor10', 'sensor14', 'sensor9']"
14,26,23.703413920860655,"['sensor10', 'sensor14', 'sensor9']"
14,26,24.128423139710094,"['sensor10', 'sensor14', 'sensor9']"
14,26,24.432838129727536,"['sensor10', 'sensor14', 'sensor9']"
14,26,24.51421280113078,"['sensor10', 'sensor14', 'sensor9']"
14,26,24.178466120592173,"['sensor10', 'sensor14', 'sensor9']"
14,26,23.537210538695977,"['sensor10', 'sensor14', 'sensor9']"
14,26,23.607140193719697,"['sensor10', 'sensor14', 'sensor9']"
14,26,23.739804778259924,"['sensor10', 'sensor14', 'sensor9']"
14,26,23.334294894123445,"['sensor10', 'sensor14', 'sensor9']"
14,26,23.389770158310306,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.418075498589655,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.42276103793544,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.633605937691737,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.506905828126587,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.655999136102594,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.568283983046552,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.7869363468644,"['sensor10', 'sensor14', 'sensor9']"
14,27,24.010685163929615,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.66621869819306,"['sensor10', 'sensor14', 'sensor9']"
14,27,23.15259275885004,"['sensor10', 'sensor14', 'sensor9']"
14,28,22.8044278278232,"['sensor10', 'sensor14', 'sensor9']"
14,28,22.958000367459697,"['sensor10', 'sensor14', 'sensor9']"
14,28,22.708693894905498,"['sensor10', 'sensor14', 'sensor9']"
14,28,22.43190929741288,"['sensor10', 'sensor14', 'sensor9']"
14,28,22.76382381635674,"['sensor10', 'sensor14', 'sensor9']"
14,28,25.951182563367198,"['sensor10', 'sensor14', 'sensor9']"
14,28,26.09666328488931,"['sensor10', 'sensor14', 'sensor9']"
14,28,26.06634020735978,"['sensor10', 'sensor14', 'sensor9']"
14,28,26.18904060156537,"['sensor10', 'sensor14', 'sensor9']"
14,28,26.1989838162482,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.810900986826184,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.774123321167547,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.2636559577568,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.638434011384774,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.866868712222196,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.80571713729177,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.548759002810336,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.128164903078044,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.12301631663012,"['sensor10', 'sensor14', 'sensor9']"
14,29,25.073719977781625,"['sensor10', 'sensor14', 'sensor9']"
14,30,24.826561503656247,"['sensor10', 'sensor14', 'sensor9']"
14,30,24.90966367811859,"['sensor10', 'sensor14', 'sensor9']"
14,30,25.085933036972943,"['sensor10', 'sensor14', 'sensor9']"
14,30,24.815230361777672,"['sensor10', 'sensor14', 'sensor9']"
14,30,25.149766814963698,"['sensor10', 'sensor14', 'sensor9']"
14,30,25.141771395279804,"['sensor10', 'sensor14', 'sensor9']"
14,30,25.414081823315033,"['sensor10', 'sensor14', 'sensor9']"
14,30,25.496527850074653,"['sensor10', 'sensor14', 'sensor9']"
14,30,25.232477409978202,"['sensor10', 'sensor14', 'sensor9']"
14,30,24.825324115553737,"['sensor10', 'sensor14', 'sensor9']"
14,31,24.773518900777205,"['sensor10', 'sensor14', 'sensor9']"
14,31,24.501973686793946,"['sensor10', 'sensor14', 'sensor9']"
14,31,24.819456046780292,"['sensor10', 'sensor14', 'sensor9']"
14,31,25.41125180722378,"['sensor10', 'sensor14', 'sensor9']"
14,31,25.29863570066441,"['sensor10', 'sensor14', 'sensor9']"
14,31,25.923803915381743,"['sensor10', 'sensor14', 'sensor9']"
14,31,25.931326955782733,"['sensor10', 'sensor14', 'sensor9']"
14,31,26.30271048582064,"['sensor10', 'sensor14', 'sensor9']"
14,31,26.1616930498387,"['sensor10', 'sensor14', 'sensor9']"
14,31,26.157069355940873,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.638547041042525,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.802557544268126,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.984448697551024,"['sensor10', 'sensor14', 'sensor9']"
14,32,27.1823165172547,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.974376375205296,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.942564358426132,"['sensor10', 'sensor14', 'sensor9']"
14,32,27.082158954099818,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.67734214475739,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.495708307831176,"['sensor10', 'sensor14', 'sensor9']"
14,32,26.121825331070376,"['sensor10', 'sensor14', 'sensor9']"
14,33,26.374066664252794,"['sensor10', 'sensor14', 'sensor9']"
14,33,26.602757968793952,"['sensor10', 'sensor14', 'sensor9']"
14,33,26.583558227241507,"['sensor10', 'sensor14', 'sensor9']"
14,33,26.69643233476161,"['sensor10', 'sensor14', 'sensor9']"
14,33,27.088565435039268,"['sensor10', 'sensor14', 'sensor9']"
14,33,26.982672061086244,"['sensor10', 'sensor14', 'sensor9']"
14,33,27.32867305115194,"['sensor10', 'sensor14', 'sensor9']"
14,33,27.62083567957482,"['sensor10', 'sensor14', 'sensor9']"
14,33,27.273105694870345,"['sensor10', 'sensor14', 'sensor9']"
14,33,27.41415121346657,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.18121752556166,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.34429640962516,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.70150212575012,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.4184202293467,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.458035011338357,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.14879623327729,"['sensor10', 'sensor14', 'sensor9']"
14,34,26.977649613643706,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.011576717351236,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.28679087901386,"['sensor10', 'sensor14', 'sensor9']"
14,34,27.17114813462905,"['sensor10', 'sensor14', 'sensor9']"
14,35,27.0788136760839,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.898736973344807,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.739249843016744,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.46031892866763,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.69568953233857,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.648515843407797,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.55164701782042,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.25499776968616,"['sensor10', 'sensor14', 'sensor9']"
14,35,26.19450206420591,"['sensor10', 'sensor14', 'sensor9']"
14,35,25.738129297448488,"['sensor10', 'sensor14', 'sensor9']"
14,36,25.543794223510925,"['sensor10', 'sensor14', 'sensor9']"
14,36,25.440038322481133,"['sensor10', 'sensor14', 'sensor9']"
14,36,24.547594888509117,"['sensor10', 'sensor14', 'sensor9']"
14,36,24.15983081376098,"['sensor10', 'sensor14', 'sensor9']"
14,36,23.81165623985328,"['sensor10', 'sensor14', 'sensor9']"
14,36,33.162964623893956,"['sensor10', 'sensor14', 'sensor9']"
14,36,32.85929392856429,"['sensor10', 'sensor14', 'sensor9']"
14,36,32.52827155861825,"['sensor10', 'sensor14', 'sensor9']"
14,36,33.215854234302476,"['sensor10', 'sensor14', 'sensor9']"
14,36,33.89785689030771,"['sensor10', 'sensor14', 'sensor9']"
14,37,33.50428507745372,"['sensor10', 'sensor14', 'sensor9']"
14,37,33.779237815260956,"['sensor10', 'sensor14', 'sensor9']"
14,37,34.12766403770552,"['sensor10', 'sensor14', 'sensor9']"
14,37,34.290924922100665,"['sensor10', 'sensor14', 'sensor9']"
14,37,33.82172748579183,"['sensor10', 'sensor14', 'sensor9']"
14,37,33.534665977023536,"['sensor10', 'sensor14', 'sensor9']"
14,37,33.41665400838006,"['sensor10', 'sensor14', 'sensor9']"
14,37,33.70844101365854,"['sensor10', 'sensor14', 'sensor9']"
14,37,34.57382058833212,"['sensor10', 'sensor14', 'sensor9']"
14,37,34.2275047093381,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.242761483455325,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.0567883407444,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.234066425620895,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.20778580866978,"['sensor10', 'sensor14', 'sensor9']"
14,38,33.83189159409069,"['sensor10', 'sensor14', 'sensor9']"
14,38,33.49019752639865,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.01080891726098,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.07377864051564,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.12546928486514,"['sensor10', 'sensor14', 'sensor9']"
14,38,34.19918753682532,"['sensor10', 'sensor14', 'sensor9']"
14,39,34.41170204682667,"['sensor10', 'sensor14', 'sensor9']"
14,39,34.3847168199626,"['sensor10', 'sensor14', 'sensor9']"
14,39,34.96071998961855,"['sensor10', 'sensor14', 'sensor9']"
14,39,34.68490533518679,"['sensor10', 'sensor14', 'sensor9']"
14,39,34.23463791706409,"['sensor10', 'sensor14', 'sensor9']"
14,39,34.79588752177632,"['sensor10', 'sensor14', 'sensor9']"
14,39,35.319833682148435,"['sensor10', 'sensor14', 'sensor9']"
14,39,35.48017977058383,"['sensor10', 'sensor14', 'sensor9']"
14,39,35.00751999550152,"['sensor10', 'sensor14', 'sensor9']"
